Quarter,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator,% Value,Rank,Rank_Region,Region_Size,Months Covered,Covered Months,Missing Months,Is Complete
Q1 (2025/26),Cancer,28 Days FDS,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,4712,5991,0.787,43,5,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,3441,4379,0.786,44,6,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,4295,5468,0.785,45,7,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,4963,6331,0.784,46,6,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RLQ,WYE VALLEY NHS TRUST,2460,3136,0.784,46,7,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,3828,4893,0.782,48,3,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,5192,6652,0.781,49,8,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",4048,5181,0.781,49,7,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,4694,6025,0.779,51,9,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,7568,9729,0.778,52,13,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,6609,8514,0.776,53,8,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3746,4835,0.775,54,8,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,5601,7226,0.775,54,10,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,10063,12983,0.775,54,9,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5937,7674,0.774,57,4,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,6297,8153,0.772,58,11,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,5954,7735,0.77,59,5,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RVJ,NORTH BRISTOL NHS TRUST,6797,8853,0.768,60,7,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4632,6042,0.767,61,9,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RJN,EAST CHESHIRE NHS TRUST,1755,2289,0.767,61,8,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,12678,16545,0.766,63,9,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7589,9903,0.766,63,12,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,4547,5944,0.765,65,13,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,13220,17305,0.764,66,14,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,2471,3237,0.763,67,10,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,3543,4649,0.762,68,11,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,7472,9831,0.76,69,14,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,9759,12851,0.759,70,12,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,3956,5218,0.758,71,10,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,8491,11205,0.758,71,10,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,5933,7838,0.757,73,11,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,9702,12839,0.756,74,15,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,12542,16598,0.756,74,15,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,2919,3860,0.756,74,8,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,9424,12486,0.755,77,11,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,3953,5241,0.754,78,13,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST                     ,6515,8643,0.754,78,12,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,7762,10320,0.752,80,16,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,3351,4456,0.752,80,13,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3593,4782,0.751,82,6,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2610,3478,0.75,83,7,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,8961,11972,0.748,84,14,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,6846,9215,0.743,85,9,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,4775,6432,0.742,86,12,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2975,4032,0.738,87,15,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8248,11181,0.738,87,13,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,10076,13667,0.737,89,8,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4268,5794,0.737,89,10,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,8980,12231,0.734,91,16,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,2329,3178,0.733,92,14,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,5880,8020,0.733,92,17,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7935,10845,0.732,94,9,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,3551,4848,0.732,94,18,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,2888,3974,0.727,96,14,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2984,4109,0.726,97,15,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,3801,5277,0.72,98,10,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,2176,3026,0.719,99,16,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,2497,3506,0.712,100,11,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,2755,3879,0.71,101,17,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,5187,7315,0.709,102,16,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,6834,9647,0.708,103,19,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,4269,6030,0.708,103,15,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RH5,SOMERSET NHS FOUNDATION TRUST,5016,7143,0.702,105,12,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2860,4138,0.691,106,11,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,4209,6154,0.684,107,17,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,4107,6007,0.684,107,17,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,6417,9528,0.673,109,16,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",2666,3967,0.672,110,12,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1313,1965,0.668,111,20,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,4054,6092,0.665,112,13,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,2824,4315,0.654,113,19,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,3704,5882,0.63,114,17,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RPA,MEDWAY NHS FOUNDATION TRUST,2995,5044,0.594,115,17,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2395,4031,0.594,115,20,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,11536,19482,0.592,117,13,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,4493,7813,0.575,118,21,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,723,724,0.999,1,1,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,199,200,0.995,2,1,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,197,198,0.995,2,1,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,626,630,0.994,4,2,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,650,657,0.989,5,1,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1067,1081,0.987,6,3,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,311,315,0.987,6,3,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,487,494,0.986,8,5,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RKE,WHITTINGTON HEALTH NHS TRUST,138,140,0.986,8,5,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,677,687,0.985,10,1,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,316,321,0.984,11,2,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,627,637,0.984,11,2,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,225,229,0.983,13,1,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,549,559,0.982,14,7,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,555,565,0.982,14,3,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RMC,BOLTON NHS FOUNDATION TRUST,415,423,0.981,16,2,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,865,882,0.981,16,2,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,849,866,0.98,18,4,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,R1H,BARTS HEALTH NHS TRUST,1524,1556,0.979,19,8,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,235,240,0.979,19,8,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,520,531,0.979,19,2,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,1147,1172,0.979,19,5,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,762,779,0.978,23,6,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,283,290,0.976,24,2,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2238,2296,0.975,25,10,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2294,2355,0.974,26,3,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,190,195,0.974,26,4,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,1283,1320,0.972,28,7,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,614,633,0.97,29,8,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,2406,2482,0.969,30,1,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,515,532,0.968,31,4,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,2067,2138,0.967,32,2,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RCF,AIREDALE NHS FOUNDATION TRUST,306,317,0.965,33,9,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,462,479,0.965,33,5,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,250,259,0.965,33,11,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,643,667,0.964,36,10,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1941,2014,0.964,36,3,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2726,2831,0.963,38,5,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1222,1269,0.963,38,12,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1960,2035,0.963,38,12,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RPA,MEDWAY NHS FOUNDATION TRUST,638,663,0.962,41,6,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,376,391,0.962,41,11,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1835,1910,0.961,43,7,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,782,815,0.96,44,4,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,R1F,ISLE OF WIGHT NHS TRUST,348,363,0.959,45,8,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,882,921,0.958,46,3,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2507,2618,0.958,46,3,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,642,670,0.958,46,12,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1176,1230,0.956,49,6,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2931,3066,0.956,49,9,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,1238,1296,0.955,51,13,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RJN,EAST CHESHIRE NHS TRUST,239,251,0.952,52,7,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South West,RH5,SOMERSET NHS FOUNDATION TRUST,1948,2047,0.952,52,3,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1188,1249,0.951,54,10,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,683,720,0.949,55,14,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,536,565,0.949,55,4,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,510,540,0.944,57,5,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,500,530,0.943,58,5,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2280,2424,0.941,59,5,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,925,985,0.939,60,8,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,2414,2572,0.939,60,11,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,442,472,0.936,62,9,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,542,580,0.934,63,6,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2539,2722,0.933,64,6,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,1894,2030,0.933,64,7,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,4264,4573,0.932,66,15,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",365,392,0.931,67,10,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,421,453,0.929,68,7,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2000,2154,0.929,68,6,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,313,338,0.926,70,16,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,31 Days,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,1325,1433,0.925,71,11,17,3,"Apr, May, Jun",,Yes
